HITId,Input.index,Input.prompt_id,Input.image_id,Input.image_url,Input.caption,Input.object_0_name,Input.object_1_name,Input.object_0_name_plural,Input.object_1_name_plural,Input.exclude,Answer.ee,Answer.task-color-0,Answer.task-color-1,Answer.task-count-0,Answer.task-count-1,Answer.task-objects,Answer.task-position-x,Answer.task-position-y,Answer.task-quality,Answer.task-real-0,Answer.task-real-1
33W1NHWFZV0HIA4Q1YVU2CMJAIHZT0,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",52.835,red|green|blue|black,,1,,"train, christmas ornaments",,,3,3.0,
33W1NHWFZV0HIA4Q1YVU2CMJAIHZT0,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",113.171,red|black,,1,,train,,,4,3.0,
33W1NHWFZV0HIA4Q1YVU2CMJAIHZT0,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",35.375,red|black,,1,,trains,,,3,3.0,
33W1NHWFZV0HIA4Q1YVU2CMJAIHZT0,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",35.845,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,,1,,TRAINS,,,4,3.0,
33W1NHWFZV0HIA4Q1YVU2CMJAIHZT0,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",538.227,red|black,,1,,"train, tree, snow",,,4,3.0,
3VADEH0UIQCMP6P5PPS219OJY0WSPJ,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,24.918,white,black|gray,1,2.0,"cellphone, keyboard",neither_x,above,3,3.0,3.0
3VADEH0UIQCMP6P5PPS219OJY0WSPJ,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,31.149,white,gray,1,2.0,"keyboard, phone",neither_x,above,4,3.0,3.0
3VADEH0UIQCMP6P5PPS219OJY0WSPJ,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,152.153,gray,black|gray,1,2.0,"keyboard, cell phone",neither_x,above,3,3.0,3.0
3VADEH0UIQCMP6P5PPS219OJY0WSPJ,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,66.826,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,1,2.0,PHONE AND KEYBOARDS,neither_x,above,4,3.0,3.0
3VADEH0UIQCMP6P5PPS219OJY0WSPJ,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,96.262,white,black|white,1,2.0,"computer keyboard, cell phone",right,above,4,3.0,3.0
3BO3NEOQNEWQ8OG7VUGR7CT1QGVAIU,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",285.107,blue|black|white,,1,,parking meter sign,,,3,3.0,
3BO3NEOQNEWQ8OG7VUGR7CT1QGVAIU,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",48.208,blue,,1,,parking meters,,,4,3.0,
3BO3NEOQNEWQ8OG7VUGR7CT1QGVAIU,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",35.014,blue|black|white,,1,,PARKING METER,,,4,3.0,
3BO3NEOQNEWQ8OG7VUGR7CT1QGVAIU,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",42.248,blue,,1,,parking meter,,,4,2.0,
3BO3NEOQNEWQ8OG7VUGR7CT1QGVAIU,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",145.657,blue|black|white,,1,,parking meter,,,4,3.0,
3BDORL6HLYSRU2GO5V6RRZKGDFZCR2,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",14.407,blue,,1,,APPLE,,,4,3.0,
3BDORL6HLYSRU2GO5V6RRZKGDFZCR2,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",17.438,red,,1,,apple,,,4,3.0,
3BDORL6HLYSRU2GO5V6RRZKGDFZCR2,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",46.159,red|yellow|green,,1,,apple,,,4,3.0,
3BDORL6HLYSRU2GO5V6RRZKGDFZCR2,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",11.034,red,,1,,apple,,,4,3.0,
3BDORL6HLYSRU2GO5V6RRZKGDFZCR2,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",23.138,red|green|black,,1,,apple,,,4,3.0,
3SZYX62S6UFWDYNUH7LD8CN6KMJ57O,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,124.133,orange|yellow|blue|pink,,3,0.0,"cup, toothbrushes",neither_x,neither_y,3,3.0,
3SZYX62S6UFWDYNUH7LD8CN6KMJ57O,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,60.866,orange|blue|pink,,3,0.0,"toothbrushes,cup",,,2,3.0,
3SZYX62S6UFWDYNUH7LD8CN6KMJ57O,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,59.342,orange|yellow|green|blue|purple,,3,0.0,"toothbrushes, toothbrush cup/holder",,,2,3.0,
3SZYX62S6UFWDYNUH7LD8CN6KMJ57O,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,103.525,white,,1,0.0,a white mug,,,3,3.0,
3SZYX62S6UFWDYNUH7LD8CN6KMJ57O,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,134.331,orange|blue|pink,,3,0.0,toothbrushes,,,3,2.0,
31ODACBEO8U7PIQKP27R1EET3WISQA,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,80.627,green|purple|black,white,3,1.0,toothbrushes,right,above,4,3.0,3.0
31ODACBEO8U7PIQKP27R1EET3WISQA,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,37.366,green|blue|pink,,3,0.0,tooth brushes,,,3,3.0,
31ODACBEO8U7PIQKP27R1EET3WISQA,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,164.097,green|pink|black,,3,0.0,"toothbrush, sink",,,2,3.0,
31ODACBEO8U7PIQKP27R1EET3WISQA,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,113.06,white,gray,5,1.0,"toilet,  tooth brushes",right,below,3,2.0,2.0
31ODACBEO8U7PIQKP27R1EET3WISQA,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,58.714,green|pink|black,,3,0.0,"sink, mirror, cup, toothbrushes, metal object on the wall",,,2,3.0,
3UL5XDRDOQY0DCSDRCDJMCJ1V6P58B,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,17.205,,black,0,1.0,snowboard,,,3,,3.0
3UL5XDRDOQY0DCSDRCDJMCJ1V6P58B,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,144.953,,black,0,1.0,snowboard,,,3,,3.0
3UL5XDRDOQY0DCSDRCDJMCJ1V6P58B,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,51.577,,black,0,1.0,"snowboard, foot",neither_x,neither_y,3,,3.0
3UL5XDRDOQY0DCSDRCDJMCJ1V6P58B,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,163.272,orange,red|black|white,1,1.0,"toothbrush,snowboard",,,4,3.0,2.0
3UL5XDRDOQY0DCSDRCDJMCJ1V6P58B,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,56.003,,black,0,1.0,snowboard,,,2,,3.0
3GONHBMNI9DD5FE6S1UIGYRRGALZMZ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",13.877,blue|white,,1,,cow,,,4,3.0,
3GONHBMNI9DD5FE6S1UIGYRRGALZMZ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",61.472,blue,,1,,cows,,,1,1.0,
3GONHBMNI9DD5FE6S1UIGYRRGALZMZ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",135.614,blue,,1,,cow,,,4,3.0,
3GONHBMNI9DD5FE6S1UIGYRRGALZMZ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",31.204,blue|black|white,,1,,cows,,,4,3.0,
3GONHBMNI9DD5FE6S1UIGYRRGALZMZ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",43.002,blue,,1,,cow,,,4,3.0,
371Q3BEXEVOG3ARBCYQ4S7QX8Z3SZ4,238_2,238,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00238/samples/00002.png,a photo of two bananas,banana,,bananas,,"object-1,position",25.514,yellow,,2,,"bananas, plate",,,3,3.0,
371Q3BEXEVOG3ARBCYQ4S7QX8Z3SZ4,238_2,238,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00238/samples/00002.png,a photo of two bananas,banana,,bananas,,"object-1,position",75.059,yellow,,2,,bananas plate table,,,4,3.0,
371Q3BEXEVOG3ARBCYQ4S7QX8Z3SZ4,238_2,238,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/clip/00238/samples/00002.png,a photo of two bananas,banana,,bananas,,"object-1,position",15.56,yellow,,2,,"bananas, plate",,,4,3.0,
