HITId,Input.index,Input.prompt_id,Input.image_id,Input.image_url,Input.caption,Input.object_0_name,Input.object_1_name,Input.object_0_name_plural,Input.object_1_name_plural,Input.exclude,Answer.ee,Answer.task-color-0,Answer.task-color-1,Answer.task-count-0,Answer.task-count-1,Answer.task-objects,Answer.task-position-x,Answer.task-position-y,Answer.task-quality,Answer.task-real-0,Answer.task-real-1
337F8MIINDS0Z4JAI3HUO575CCG40G,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",34.588,red|blue|black|white|gray,,2,,trucks,,,4,3.0,
337F8MIINDS0Z4JAI3HUO575CCG40G,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",78.503,red|blue|black|white|gray,,2,,truck,,,4,3.0,
3VP28W7DV1Z7Z5MP6EQ5L87IJ98FZ7,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,38.746,green,black|white,1,1.0,"broccoli, parking meter",right,neither_y,4,3.0,2.0
3VP28W7DV1Z7Z5MP6EQ5L87IJ98FZ7,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,49.345,green,black|white,1,1.0,"broccoli, parking meter",right,neither_y,4,2.0,3.0
3VP28W7DV1Z7Z5MP6EQ5L87IJ98FZ7,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,29.837,green,black|white,1,1.0,"broccoli, parking meter",right,neither_y,4,3.0,2.0
3VP28W7DV1Z7Z5MP6EQ5L87IJ98FZ7,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,182.63,green,black,1,1.0,broccolis parking metres,left,neither_y,4,3.0,3.0
3VP28W7DV1Z7Z5MP6EQ5L87IJ98FZ7,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,29.945,green,black|gray,1,1.0,"broccoli, meter",right,neither_y,4,3.0,3.0
36FQTHX30H6G1V3GG590YHBIPGHB3O,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",50.226,black|white,,3,,"zebras, grass",,,4,3.0,
36FQTHX30H6G1V3GG590YHBIPGHB3O,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",42.239,black|white,,2,,zebra,,,4,2.0,
36FQTHX30H6G1V3GG590YHBIPGHB3O,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",42.419,black|white,,3,,zebras,,,4,2.0,
36FQTHX30H6G1V3GG590YHBIPGHB3O,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",51.265,black|white,,3,,"zebras, grass",,,3,2.0,
36FQTHX30H6G1V3GG590YHBIPGHB3O,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",15.399,white,,3,,zebras,,,4,3.0,
3V7ICJJA0OV1JRMKGJEJ8M3O3GDB49,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,67.57,red,white,1,1.0,"skateboard, sink",right,neither_y,4,2.0,3.0
3V7ICJJA0OV1JRMKGJEJ8M3O3GDB49,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,21.538,red,white,1,1.0,"skateboard, sink",right,neither_y,4,2.0,3.0
3V7ICJJA0OV1JRMKGJEJ8M3O3GDB49,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,76.766,red,white,1,1.0,"sink, skateboard",right,neither_y,4,3.0,3.0
3V7ICJJA0OV1JRMKGJEJ8M3O3GDB49,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,86.24,red|orange|yellow|green|blue|white,black|white,1,1.0,"SINK,SKATEBOARD",left,below,4,3.0,3.0
3V7ICJJA0OV1JRMKGJEJ8M3O3GDB49,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,100.997,red|yellow|green|blue|white,white|gray,1,1.0,"sink, skateboard",right,above,4,3.0,3.0
3RBI0I35YSICE3WRQXNK6S9JAPZ3YV,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",14.711,black|white,,3,,cow,,,4,3.0,
3RBI0I35YSICE3WRQXNK6S9JAPZ3YV,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",27.887,black|white,,3,,cows,,,4,2.0,
3RBI0I35YSICE3WRQXNK6S9JAPZ3YV,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",17.569,black|white,,3,,cow,,,4,3.0,
3RBI0I35YSICE3WRQXNK6S9JAPZ3YV,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",26.204,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,,3,,COW,,,4,3.0,
3RBI0I35YSICE3WRQXNK6S9JAPZ3YV,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",46.54,black|white,,3,,cow,,,4,3.0,
39WICJI5B77CJT6WMJP3KZILGJ33ZM,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,78.306,,orange|brown,0,2.0,"bear, teddy bear",neither_x,neither_y,2,1.0,1.0
39WICJI5B77CJT6WMJP3KZILGJ33ZM,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,93.623,,brown|black,0,2.0,"black bear, teddy bear, grass",,,2,,3.0
39WICJI5B77CJT6WMJP3KZILGJ33ZM,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,23.81,,brown|black,0,2.0,Bears,,,2,,3.0
39WICJI5B77CJT6WMJP3KZILGJ33ZM,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,47.123,,yellow|black,0,2.0,BEARS,,,4,,3.0
39WICJI5B77CJT6WMJP3KZILGJ33ZM,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,108.972,,black,0,1.0,"bear, grass, teddy bear",neither_x,neither_y,1,,3.0
3T6SSHJU0TP5E6Z57I84OAHK3OYII4,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",34.25,black|white,,2,,zebras,,,3,3.0,
3T6SSHJU0TP5E6Z57I84OAHK3OYII4,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",33.541,black|white,,2,,zebra,,,4,3.0,
3T6SSHJU0TP5E6Z57I84OAHK3OYII4,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",28.333,black|white,,2,,ZEBRAS,,,4,3.0,
3T6SSHJU0TP5E6Z57I84OAHK3OYII4,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",17.646,black|white,,2,,zebras,,,3,3.0,
3T6SSHJU0TP5E6Z57I84OAHK3OYII4,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",17.699,black|white,,2,,zebras,,,4,3.0,
3WRBLBQ2H5NGBKCUD4JVXU482HPG0F,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",25.401,orange,,1,,oranges,,,4,3.0,
3WRBLBQ2H5NGBKCUD4JVXU482HPG0F,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",31.47,orange,,1,,orange,,,3,3.0,
3WRBLBQ2H5NGBKCUD4JVXU482HPG0F,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",10.068,orange|white,,1,,orange,,,3,3.0,
3WRBLBQ2H5NGBKCUD4JVXU482HPG0F,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",36.692,orange,,1,,orange,,,3,3.0,
3WRBLBQ2H5NGBKCUD4JVXU482HPG0F,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",170.289,orange,,1,,orange,,,4,3.0,
3M4KL7H8L92ELG86XAE9Z8ATDVS161,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,83.39,black,black,1,1.0,keyboard and cellphone,right,below,1,2.0,1.0
3M4KL7H8L92ELG86XAE9Z8ATDVS161,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,57.485,red|brown,red|brown,1,3.0,computer keyboards,left,neither_y,3,2.0,2.0
3M4KL7H8L92ELG86XAE9Z8ATDVS161,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,81.034,black|gray,black,1,1.0,"keyboard, phone",right,neither_y,4,2.0,3.0
3M4KL7H8L92ELG86XAE9Z8ATDVS161,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,163.759,black|white,black|gray,1,1.0,"keyboard, cell phone",right,neither_y,4,2.0,3.0
3M4KL7H8L92ELG86XAE9Z8ATDVS161,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,47.998,black|white,black,1,1.0,"computer keyboards,cell phones",right,neither_y,4,3.0,3.0
3OLZC0DJ9XUA0CJ56P7N3Z7EBQTVID,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",44.472,red|yellow,,1,,apple,,,4,3.0,
3OLZC0DJ9XUA0CJ56P7N3Z7EBQTVID,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",42.225,red|yellow,,1,,apple,,,4,3.0,
3OLZC0DJ9XUA0CJ56P7N3Z7EBQTVID,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",95.366,red,,1,,apple,,,4,3.0,
3OLZC0DJ9XUA0CJ56P7N3Z7EBQTVID,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",14.594,red,,1,,apple,,,4,3.0,
3OLZC0DJ9XUA0CJ56P7N3Z7EBQTVID,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",17.589,red|yellow,,1,,appls,,,4,3.0,
3ULIZ0H1WOKI2C8SSR4472WTH0H15L,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",38.311,red,,1,,trains,,,4,3.0,
3ULIZ0H1WOKI2C8SSR4472WTH0H15L,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",32.205,red,,1,,train,,,4,3.0,
3ULIZ0H1WOKI2C8SSR4472WTH0H15L,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",30.063,green|black|white,,1,,train,,,4,2.0,
3ULIZ0H1WOKI2C8SSR4472WTH0H15L,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",60.804,red|orange,,1,,train,,,4,3.0,
3ULIZ0H1WOKI2C8SSR4472WTH0H15L,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",16.238,red|black|white,,1,,train,,,4,3.0,
3NZ1E5QA7DGJFAQKUOXTDE923C8B5E,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",27.842,blue|black|white,,1,,parking meter,,,4,3.0,
3NZ1E5QA7DGJFAQKUOXTDE923C8B5E,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",335.01,blue,,1,,parking meter,,,4,3.0,
3NZ1E5QA7DGJFAQKUOXTDE923C8B5E,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",39.768,blue,,1,,parking meter,,,4,3.0,
3NZ1E5QA7DGJFAQKUOXTDE923C8B5E,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",643.373,blue,,1,,"parking meter, car",,,4,3.0,
3NZ1E5QA7DGJFAQKUOXTDE923C8B5E,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",21.261,red|blue|gray,,1,,"meter, car",,,4,3.0,
3UDTAB6HIKE1WAPMZYDL5DILY4U90H,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,42.663,yellow|blue,white,1,1.0,"toothbrush, toilet, teeth",right,neither_y,4,2.0,3.0
3UDTAB6HIKE1WAPMZYDL5DILY4U90H,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,123.342,yellow|blue,white,1,1.0,"human mouth with teeth, toilet, brush with handdle",right,neither_y,4,2.0,3.0
3UDTAB6HIKE1WAPMZYDL5DILY4U90H,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,52.119,yellow,white,1,1.0,"toothbrush, toilets",right,neither_y,4,3.0,3.0
3UDTAB6HIKE1WAPMZYDL5DILY4U90H,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,104.575,yellow|blue|white,white,1,1.0,"toothbrush, toilet",right,neither_y,4,3.0,3.0
3UDTAB6HIKE1WAPMZYDL5DILY4U90H,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,176.769,blue,white,1,1.0,"Lip, toothbrush, toilet",right,,4,3.0,3.0
3VDVA3ILJRUGI9XC9NNVBZNI79VG1I,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,23.755,blue,white,1,1.0,"toilet, toothbrush",right,neither_y,4,3.0,3.0
3VDVA3ILJRUGI9XC9NNVBZNI79VG1I,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,33.198,green|blue|white,white|gray,1,2.0,"toothbrush, toilets",right,neither_y,3,3.0,1.0
3VDVA3ILJRUGI9XC9NNVBZNI79VG1I,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,77.125,green|blue|white,white,1,1.0,"toothbrush, toilet",right,neither_y,4,1.0,3.0
3VDVA3ILJRUGI9XC9NNVBZNI79VG1I,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,61.933,blue|white,white,1,1.0,toothbrush toilet,right,neither_y,4,3.0,2.0
3VDVA3ILJRUGI9XC9NNVBZNI79VG1I,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,59.626,white,white,1,1.0,toothbrushess,right,below,4,3.0,3.0
3TZDZ3Y0K6L13ZA4VHHLJI1V3W091K,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",39.296,blue,,1,,cow,,,3,2.0,
3TZDZ3Y0K6L13ZA4VHHLJI1V3W091K,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",31.255,blue,,1,,COW,,,4,3.0,
3TZDZ3Y0K6L13ZA4VHHLJI1V3W091K,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",20.448,blue|black,,1,,cows,,,4,3.0,
3TZDZ3Y0K6L13ZA4VHHLJI1V3W091K,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",53.747,blue,,1,,"Cow, tree, grass, sky, clouds",,,4,1.0,
3TZDZ3Y0K6L13ZA4VHHLJI1V3W091K,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",53.565,blue,,1,,cow,,,4,1.0,
3BS6ERDLAHM8DBOID3Y40AB22SV6DW,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,41.066,,white,0,2.0,"snowboarder, snowboards",,,1,,3.0
3BS6ERDLAHM8DBOID3Y40AB22SV6DW,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,82.887,,green|white,0,2.0,"snowboad, sky, persons",,,3,,3.0
3BS6ERDLAHM8DBOID3Y40AB22SV6DW,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,95.976,,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,0,2.0,NICE SNOWBOARDS,,,1,,2.0
3BS6ERDLAHM8DBOID3Y40AB22SV6DW,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,30.56,,yellow|blue|white|gray,0,2.0,snowboarders,neither_x,neither_y,3,,3.0
3BS6ERDLAHM8DBOID3Y40AB22SV6DW,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,39.196,,green|white,0,2.0,snowboard,,,3,,2.0
3HXK2V1N5YUN7UF8SRN9GIXNZF9G2Z,352_0,352,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/if-xl/00352/samples/00000.png,a photo of a red cake,cake,,cakes,,"object-1,position",479.732,red,,1,,"cake, berries, plate",,,3,3.0,
