HITId,Input.index,Input.prompt_id,Input.image_id,Input.image_url,Input.caption,Input.object_0_name,Input.object_1_name,Input.object_0_name_plural,Input.object_1_name_plural,Input.exclude,Answer.ee,Answer.task-color-0,Answer.task-color-1,Answer.task-count-0,Answer.task-count-1,Answer.task-objects,Answer.task-position-x,Answer.task-position-y,Answer.task-quality,Answer.task-real-0,Answer.task-real-1
3ATYLI1PS7HB53UENV69K8S6SCKOJF,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",139.826,black|white|gray,,3,,truck,,,3,3.0,
3ATYLI1PS7HB53UENV69K8S6SCKOJF,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",20.507,white,,2,,"truck, car, mountain",,,3,2.0,
3ATYLI1PS7HB53UENV69K8S6SCKOJF,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",45.647,gray,,2,,"truck, semi-truck",,,3,3.0,
3ATYLI1PS7HB53UENV69K8S6SCKOJF,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",42.933,black|white,,2,,trucks,,,4,3.0,
3ATYLI1PS7HB53UENV69K8S6SCKOJF,232_2,232,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00232/samples/00002.png,a photo of two trucks,truck,,trucks,,"object-1,position",50.352,white,,1,,"cars, trucks",,,4,3.0,
3CO05SML89K70AL8TFD7WYIF4QYR0K,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,59.573,green,black|white,1,1.0,"BROCCOLIT, PARKING METER",left,neither_y,4,3.0,2.0
3CO05SML89K70AL8TFD7WYIF4QYR0K,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,75.978,green,red|yellow|black|white,1,1.0,"BROCCOLI, PARKING METER",left,above,4,3.0,2.0
3CO05SML89K70AL8TFD7WYIF4QYR0K,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,138.92,green,red|yellow|black|white|gray,1,1.0,"broccolis, PARKING METERS",left,below,4,3.0,3.0
3CO05SML89K70AL8TFD7WYIF4QYR0K,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,79.149,red|orange|yellow|green|blue|purple|pink|brown|black|white|gray,red|orange|yellow|green|blue|purple|pink|brown|black|gray,1,1.0,BROCCOLI AND PARKING METERS,left,neither_y,4,3.0,3.0
3CO05SML89K70AL8TFD7WYIF4QYR0K,103_0,103,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00103/samples/00000.png,a photo of a broccoli and a parking meter,broccoli,parking meter,broccolis,parking meters,,68.998,green,black,1,1.0,broccolis,left,neither_y,3,3.0,2.0
3FVBZG9CMXTUBG75XA1DIUG9HH0H0D,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,58.228,,white|gray,0,1.0,"sink, bottle",left,above,2,1.0,2.0
3FVBZG9CMXTUBG75XA1DIUG9HH0H0D,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,67.954,red|black,gray,1,1.0,"sink, skateboard, wall",neither_x,below,4,1.0,2.0
3FVBZG9CMXTUBG75XA1DIUG9HH0H0D,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,118.436,orange|black,gray,1,1.0,"SINKS, SKATEBOARDS",,,4,3.0,3.0
3FVBZG9CMXTUBG75XA1DIUG9HH0H0D,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,27.319,,black|gray,0,2.0,sinks,neither_x,neither_y,2,,3.0
3FVBZG9CMXTUBG75XA1DIUG9HH0H0D,108_2,108,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00108/samples/00002.png,a photo of a skateboard and a sink,skateboard,sink,skateboards,sinks,,45.481,,black|white,0,1.0,sink,,,3,,2.0
39WSF6KUWG03UN8M9UVINSFEN4OEOK,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",30.821,black|white,,2,,zebra,,,3,2.0,
39WSF6KUWG03UN8M9UVINSFEN4OEOK,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",78.15,black|white,,1,,zebra,,,3,1.0,
39WSF6KUWG03UN8M9UVINSFEN4OEOK,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",159.417,black|white,,3,,"zebra, zebra, zebra,",,,4,2.0,
39WSF6KUWG03UN8M9UVINSFEN4OEOK,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",41.713,black|white,,1,,ZEBRAS,,,4,3.0,
39WSF6KUWG03UN8M9UVINSFEN4OEOK,208_1,208,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00001.png,a photo of three zebras,zebra,,zebras,,"object-1,position",24.957,black|white,,2,,zebras,,,4,3.0,
3R868ACW56RDD5IKHYWN3T7UKO6GZ5,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,38.13,,,0,0.0,"bird, branch",,,1,,
3R868ACW56RDD5IKHYWN3T7UKO6GZ5,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,131.814,,,0,0.0,eagle in the tree wood,,,1,,
3R868ACW56RDD5IKHYWN3T7UKO6GZ5,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,78.915,,,0,0.0,eagle,,,1,,
3R868ACW56RDD5IKHYWN3T7UKO6GZ5,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,29.201,,,0,0.0,"eagle, eagle, stick",neither_x,neither_y,1,1.0,1.0
3R868ACW56RDD5IKHYWN3T7UKO6GZ5,469_0,469,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00469/samples/00000.png,a photo of a black kite and a green bear,kite,bear,kites,bears,,24.309,brown,,2,0.0,hawks,,,3,2.0,
3K2CEDRADPGHJ357M950UAQAVEWTMA,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",48.161,black|white,,3,,"cows, grass, field, trees",,,4,3.0,
3K2CEDRADPGHJ357M950UAQAVEWTMA,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",109.942,pink|brown|black|white,,3,,"cows, trees, grasses, land",,,3,2.0,
3K2CEDRADPGHJ357M950UAQAVEWTMA,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",89.45,black|white,,3,,"cow,tree,grass",,,4,2.0,
3K2CEDRADPGHJ357M950UAQAVEWTMA,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",31.828,black|white,,3,,"cows, grass, field, trees",,,4,3.0,
3K2CEDRADPGHJ357M950UAQAVEWTMA,252_1,252,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00252/samples/00001.png,a photo of three cows,cow,,cows,,"object-1,position",15.395,black|white,,3,,cows,,,4,3.0,
3XBXDSS89MY4U2W6R75IJ0WR85ULXJ,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",20.319,orange,,1,,oranges,,,4,3.0,
3XBXDSS89MY4U2W6R75IJ0WR85ULXJ,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",32.201,orange,,1,,An orange on a vine.,,,3,3.0,
3XBXDSS89MY4U2W6R75IJ0WR85ULXJ,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",143.428,orange,,1,,orange,,,3,3.0,
3XBXDSS89MY4U2W6R75IJ0WR85ULXJ,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",45.85,orange,,1,,orange,,,3,3.0,
3XBXDSS89MY4U2W6R75IJ0WR85ULXJ,316_3,316,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00316/samples/00003.png,a photo of a yellow orange,orange,,oranges,,"object-1,position",41.307,orange,,1,,orange,,,3,2.0,
3THR0FZ9638H0TIEQGIM0N5YW1POLH,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",17.094,black|white,,2,,zebra,,,4,2.0,
3THR0FZ9638H0TIEQGIM0N5YW1POLH,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",40.512,black|white,,2,,"zebras, grass",,,3,2.0,
3THR0FZ9638H0TIEQGIM0N5YW1POLH,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",15.441,black|white,,2,,zebra,,,3,3.0,
3THR0FZ9638H0TIEQGIM0N5YW1POLH,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",22.827,black|white,,2,,"zebra, zebra, grass",,,2,3.0,
3THR0FZ9638H0TIEQGIM0N5YW1POLH,208_2,208,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00208/samples/00002.png,a photo of three zebras,zebra,,zebras,,"object-1,position",138.936,black|white,,2,,none,,,3,3.0,
3S37Y8CWJMFT7UKVBAAFV0G9DHTW48,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",14.722,red|white,,1,,train,,,4,3.0,
3S37Y8CWJMFT7UKVBAAFV0G9DHTW48,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",106.48,red|black|white,,1,,train,,,4,3.0,
3S37Y8CWJMFT7UKVBAAFV0G9DHTW48,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",25.205,red|white,,1,,"train, railroad tracks, trees",,,4,3.0,
3S37Y8CWJMFT7UKVBAAFV0G9DHTW48,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",83.97,red|black|white,,1,,"train,tracks",,,4,3.0,
3S37Y8CWJMFT7UKVBAAFV0G9DHTW48,33_2,33,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00033/samples/00002.png,a photo of a train,train,,trains,,"object-1,position",455.615,red,,1,,train,,,4,3.0,
3XU9MCX6W2REWKOM82HLFMBU1OIR24,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,59.218,black|white,black,1,1.0,computer keyboards,right,neither_y,4,2.0,2.0
3XU9MCX6W2REWKOM82HLFMBU1OIR24,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,58.196,black|white,black,1,1.0,"keyboard, mobile phone",right,neither_y,4,2.0,1.0
3XU9MCX6W2REWKOM82HLFMBU1OIR24,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,47.998,black|white,black,1,1.0,computer keyboard,left,below,4,3.0,3.0
3XU9MCX6W2REWKOM82HLFMBU1OIR24,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,53.715,gray,black|white,1,1.0,"laptop, table, number pad",right,neither_y,4,3.0,2.0
3XU9MCX6W2REWKOM82HLFMBU1OIR24,156_0,156,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00156/samples/00000.png,a photo of a computer keyboard and a cell phone,computer keyboard,cell phone,computer keyboards,cell phones,,66.183,black|white,black|gray,1,1.0,"keyboard, phone",right,neither_y,4,2.0,1.0
3BAKUKE4AVR77Z6QPYH7A31P9I4R1N,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",31.914,yellow|blue|black|white,,1,,"wall, parking meter",,,4,2.0,
3BAKUKE4AVR77Z6QPYH7A31P9I4R1N,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",46.862,blue,,1,,parking meters,,,4,3.0,
3BAKUKE4AVR77Z6QPYH7A31P9I4R1N,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",141.249,blue|black,,1,,parking meter,,,4,3.0,
3BAKUKE4AVR77Z6QPYH7A31P9I4R1N,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",134.273,yellow|blue|black,,1,,parking meter,,,4,3.0,
3BAKUKE4AVR77Z6QPYH7A31P9I4R1N,14_3,14,3,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00014/samples/00003.png,a photo of a parking meter,parking meter,,parking meters,,"object-1,position",22.441,yellow|blue|black,,1,,parking meters,,,4,3.0,
3HJ1EVZS32Y3H2K5C2VQYWGM72IR3F,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",30.129,red|white,,1,,apple,,,4,1.0,
3HJ1EVZS32Y3H2K5C2VQYWGM72IR3F,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",17.7,red|white,,1,,A white and red apple with a piece missing from it,,,4,2.0,
3HJ1EVZS32Y3H2K5C2VQYWGM72IR3F,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",23.492,red,,1,,apple,,,3,2.0,
3HJ1EVZS32Y3H2K5C2VQYWGM72IR3F,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",136.107,red|white,,1,,apple,,,4,3.0,
3HJ1EVZS32Y3H2K5C2VQYWGM72IR3F,70_2,70,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00070/samples/00002.png,a photo of an apple,apple,,apples,,"object-1,position",58.32,red|green|white,,1,,Apple,,,3,3.0,
3ZZAYRN1JK65J6QJZPKDMEFFQEBTOP,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,51.863,blue|white,white,1,1.0,toothbrush,right,neither_y,3,3.0,2.0
3ZZAYRN1JK65J6QJZPKDMEFFQEBTOP,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,89.124,blue|white,,1,0.0,"toothbrush, caps, floss",neither_x,neither_y,2,3.0,
3ZZAYRN1JK65J6QJZPKDMEFFQEBTOP,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,31.389,green|white,,1,0.0,toothbrush,,,1,2.0,
3ZZAYRN1JK65J6QJZPKDMEFFQEBTOP,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,55.303,blue|white,blue|white,1,1.0,"toothbrushes,toilets",right,neither_y,4,3.0,3.0
3ZZAYRN1JK65J6QJZPKDMEFFQEBTOP,148_1,148,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00001.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,92.022,white,blue|white,1,4.0,toothbrushe,neither_x,neither_y,3,3.0,2.0
3FTID4TN9ZDTU7MGW3RK2E30ABOLYP,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,81.294,yellow|blue|pink|white,blue|white,1,1.0,"toothbrush, pad, scrunchi",left,above,3,3.0,2.0
3FTID4TN9ZDTU7MGW3RK2E30ABOLYP,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,60.452,blue|white,blue,1,1.0,"brush, snowboard",right,neither_y,4,3.0,3.0
3FTID4TN9ZDTU7MGW3RK2E30ABOLYP,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,74.708,yellow|blue,blue,1,1.0,"toothbrushes, snowboards",left,below,4,3.0,3.0
3FTID4TN9ZDTU7MGW3RK2E30ABOLYP,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,163.785,red|yellow|blue|white,blue,1,1.0,"brush, snowboard",left,neither_y,4,2.0,3.0
3FTID4TN9ZDTU7MGW3RK2E30ABOLYP,81_0,81,0,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00081/samples/00000.png,a photo of a toothbrush and a snowboard,toothbrush,snowboard,toothbrushes,snowboards,,184.418,red|yellow|blue|white,blue,1,1.0,"toothbrush, snowboard",left,neither_y,4,3.0,3.0
3XEIP58NME2TZXWLSPT3GLC2G5SLZG,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,56.223,black|white,white,1,1.0,"tooth brushes, toilets",right,neither_y,4,3.0,3.0
3XEIP58NME2TZXWLSPT3GLC2G5SLZG,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,53.472,black|white,white,1,1.0,"western toilet, tooth brush",left,neither_y,3,2.0,3.0
3XEIP58NME2TZXWLSPT3GLC2G5SLZG,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,91.122,black|white,white,1,1.0,"toothbrushes, toilets",right,neither_y,4,3.0,3.0
3XEIP58NME2TZXWLSPT3GLC2G5SLZG,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,363.633,black|white,white,1,3.0,"toilet,toothbrush",right,,4,3.0,2.0
3XEIP58NME2TZXWLSPT3GLC2G5SLZG,148_2,148,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00148/samples/00002.png,a photo of a toothbrush and a toilet,toothbrush,toilet,toothbrushes,toilets,,162.242,black|white,white,1,1.0,"toilet, toothbrush",right,,4,2.0,2.0
3CRWSLD92YJ16B0ZQSJ100KNW6FOMJ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",89.001,blue|brown|black,,1,,cow,,,4,3.0,
3CRWSLD92YJ16B0ZQSJ100KNW6FOMJ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",88.859,red|blue|brown|black,,1,,"cow, blue ear tag, red ear tag",,,3,1.0,
3CRWSLD92YJ16B0ZQSJ100KNW6FOMJ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",143.031,blue|brown|black|white,,1,,cow,,,3,2.0,
3CRWSLD92YJ16B0ZQSJ100KNW6FOMJ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",17.504,blue|brown|black,,1,,cow,,,4,3.0,
3CRWSLD92YJ16B0ZQSJ100KNW6FOMJ,262_1,262,1,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00262/samples/00001.png,a photo of a blue cow,cow,,cows,,"object-1,position",57.772,red|blue|brown|black|white,,1,,COW,,,4,3.0,
3OYHVNTV67D6GN0W5G6LLNSJ71KOKE,238_2,238,2,https://huggingface.co/datasets/djghosh/aigen-images/resolve/main/images/sdv2/00238/samples/00002.png,a photo of two bananas,banana,,bananas,,"object-1,position",45.757,yellow|green,,2,,banana,,,4,3.0,
